,score,popularity,genre
3967,4.08,13486,"Comedy, Kids, Mystery"
3969,7.57,4042,"Slice of Life, Comedy, Supernatural, Drama"
3970,5.97,9918,"Fantasy, Kids, School, Slice of Life"
3971,5.86,10581,"Romance, Shoujo, Slice of Life"
3974,6.79,2376,"Magic, Space"
3975,7.14,7400,"Drama, Shoujo"
3976,6.72,4973,Comedy
3977,6.31,10973,"Action, Game, Kids"
3982,6.2,7114,"Adventure, Comedy, Slice of Life, Supernatural"
3985,5.15,13273,"Slice of Life, Fantasy"
3986,6.25,4371,"Harem, Music"
3987,6.88,2824,"Adventure, Comedy, Drama, Historical, Mecha, Military, Romance, Shounen"
3988,6.05,12637,Comedy
3990,8.44,325,"Comedy, Drama"
3991,6.14,10208,"Slice of Life, Mystery, Drama, Romance, Shoujo"
3992,7.37,1403,"Fantasy, Supernatural"
3993,6.94,1758,Comedy
3994,7.51,912,"Sci-Fi, Harem, Comedy, Romance, School"
3996,5.28,8108,"Sci-Fi, Comedy, Mecha"
4000,5.45,13186,Comedy
4002,6.64,4016,"Action, Sci-Fi, Police, Mecha"
4004,5.9,4214,"Ecchi, Music"
4005,7.62,6721,"Slice of Life, Drama, Shoujo"
4006,6.35,4451,"Slice of Life, Comedy, Seinen"
4007,6.84,996,"Comedy, Romance, School, Supernatural, Vampire"
4008,7.6,3017,"Action, Drama, Martial Arts, Super Power"
4010,6.14,8119,Slice of Life
4011,5.61,3568,"Action, Sci-Fi, Comedy, Magic, Romance, Shounen"
4012,8.38,364,"Adventure, Fantasy, Romance, Sci-Fi"
4013,7.45,1548,"Harem, Comedy, Parody, School"
4015,8.25,3347,"Military, School"
4016,7.13,8811,"Comedy, Seinen"
4017,7.5,3224,"Slice of Life, Drama, Romance, Josei"
4018,5.5,8155,Hentai
4019,7.21,4278,"Military, Sci-Fi, Space, Drama, Romance, Mecha"
4020,7.38,4103,Drama
4021,5.53,4322,"Comedy, School, Sci-Fi"
4022,4.94,8592,"Historical, Shounen Ai"
4023,7.69,1954,"Slice of Life, Comedy, Drama, Romance, Shounen Ai"
4026,7.67,1533,"Action, Historical, Martial Arts, Samurai, Super Power"
4028,6.8,1357,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural"
4029,6.29,3229,"Action, Supernatural, Magic, Fantasy"
4030,6.24,6276,Hentai
4031,5.26,11885,Sports
4033,6.06,2412,"Slice of Life, Comedy, Josei"
4035,7.04,5969,"Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen"
4041,7.32,855,"Action, Mystery, Historical, Supernatural"
4043,6.81,7893,"Comedy, Josei, Romance, Slice of Life"
4047,7.97,1310,"Action, Cars, Sports, Drama, Romance, Seinen"
4051,5.42,13119,Kids
4053,6.73,7601,"Comedy, Drama, Romance, Shounen, Slice of Life"
4056,7.05,2401,"Comedy, Magic, Fantasy"
4057,2.33,1949,"Sci-Fi, Horror"
4058,7.74,2713,Hentai
4059,6.8,4817,Romance
4060,7.94,2276,"Adventure, Mystery, Comedy, Police, Shounen"
4061,7.05,1863,"Drama, Music"
4062,7.43,315,"Adventure, Demons, Fantasy, Historical, Romance"
4063,5.63,10275,Comedy
4064,6.55,6340,"Action, Sci-Fi, Adventure, Comedy, Police"
4065,6.33,13686,"Slice of Life, Drama"
4066,7.91,3251,"Action, Comedy, Military, Romance"
4067,5.64,7855,"Comedy, Parody, Sci-Fi, Space"
4069,4.58,11938,Kids
4070,5.79,792,"Action, Sci-Fi, Fantasy"
4071,6.69,8369,"Adventure, Super Power, Demons, Supernatural"
4073,6.12,6970,"Romance, Drama"
4074,6.86,732,"Action, Magic, Romance, School, Seinen, Supernatural"
4075,6.34,5613,"Supernatural, Drama, Magic, Fantasy"
4076,4.08,10136,"Super Power, Music"
4077,6.34,2027,"Mystery, Supernatural"
4078,5.76,10177,"Action, Demons"
4079,7.02,1391,"Adventure, Drama, Fantasy, Game, Sci-Fi"
4081,5.66,11146,"Action, Mystery"
4083,7.63,4329,"Sci-Fi, Sports, Super Power, Shounen"
4084,6.4,9364,"Action, Adventure, Mecha"
4085,8.52,1548,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen"
4086,6.17,4113,"Comedy, Drama, Mecha, Sci-Fi"
4087,7.29,732,"Action, Game, Comedy, Fantasy, Shounen"
4088,7.72,3811,"Action, Drama, Mecha, Military, Sci-Fi"
4089,7.32,460,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School"
4090,6.5,6564,"Sports, School, Shounen"
4091,5.45,8207,"Action, Sci-Fi, Supernatural, Shounen"
4093,7.81,1908,"Adventure, Music, Comedy, Drama, School, Seinen"
4095,5.67,13507,"Slice of Life, Comedy"
4097,5.33,13022,Kids
4098,7.32,6191,"Adventure, Fantasy, Kids"
4099,6.5,6150,"Comedy, Slice of Life"
4100,7.31,3788,"Comedy, Drama, Fantasy, Historical, Sci-Fi"
4101,7.08,7768,"Adventure, Fantasy"
4102,4.85,12735,Music
4103,7.39,1243,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai"
4105,7.06,3135,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural"
4107,6.22,4485,"Action, Adventure, Mecha, Sci-Fi"
4109,5.53,9794,Comedy
4110,7.71,1376,"Ecchi, School, Shounen"
4111,5.73,6760,Hentai
4112,7.45,3213,"Action, Horror, Mystery, Seinen, Supernatural"
4113,6.23,5567,"Demons, Hentai, Supernatural"
4115,5.29,4989,"Action, Supernatural, Samurai, Historical"
4116,6.9,536,"Harem, Comedy, Supernatural, Romance, Ecchi, School"
4120,7.8,2455,"Comedy, Drama, Josei, Romance, Slice of Life"
4121,6.51,2468,"Horror, Mystery, Supernatural, Thriller"
4122,6.8,2618,Comedy
4123,7.46,2826,"Action, Drama, Historical, Supernatural"
4124,6.17,11757,"Comedy, Kids, Parody"
4126,7.46,862,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen"
4127,6.89,1951,"Action, Military, Sci-Fi, Magic"
4128,7.44,927,"Action, Military, Comedy, Shoujo"
4129,7.32,2592,"Adventure, Comedy, Historical, Fantasy, Shounen"
4131,6.88,4281,"Action, Sci-Fi, Adventure, Space"
4132,7.7,2115,Hentai
4134,6.43,6000,Hentai
4135,6.63,3586,"Fantasy, Magic, Comedy, Harem, Romance"
4137,6.78,4747,"Action, Adventure, Police, Comedy, Sci-Fi"
4140,5.3,8198,"Hentai, Drama"
4143,4.52,8475,"Music, Comedy, School"
4145,5.91,6886,"Action, Comedy"
4147,6.32,7274,"Action, Fantasy"
4148,8.14,674,"Comedy, Romance, Slice of Life"
4149,6.93,1163,"Action, Military, Sci-Fi, Historical, Drama, Mecha"
4150,6.89,6957,"Action, Comedy, Mecha"
4151,6.19,7481,Music
4152,6.09,11335,Kids
4153,6.75,3959,Hentai
4155,6.55,5913,"Slice of Life, Comedy, Magic, Fantasy"
4157,8.24,1140,"Comedy, Drama, Shounen, Sports"
4158,3.71,809,"Fantasy, Horror, Psychological"
4159,8.33,755,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
4161,6.34,9890,"Action, Sci-Fi, Comedy"
4162,6.97,4069,Hentai
4168,6.34,6593,"Slice of Life, Comedy"
4170,6.74,1520,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
4172,4.73,11652,"Comedy, Kids"
4173,7.21,1294,"Action, Adventure, Comedy, Romance, Fantasy"
4174,4.56,13146,Fantasy
4175,7.01,3696,"Drama, Historical, Romance"
4176,5.04,1821,"Hentai, Yaoi"
4177,7.16,2194,"Comedy, Harem, Romance, School"
4178,7.17,1838,Comedy
4179,6.67,1584,"Comedy, School, Shoujo Ai"
4180,7.16,927,"Action, Adventure, Comedy, Kids, Drama, Fantasy"
4182,7.8,5049,"Comedy, Sports, Shounen"
4183,7.58,151,"Slice of Life, Comedy, Sports, Drama, School"
4184,6.76,8468,"Historical, Drama, Romance"
4187,7.13,7668,"Adventure, Kids"
4188,7.36,1998,"Ecchi, Comedy, Harem"
4189,6.75,4429,"Sports, Shounen"
4191,7.03,3087,"Comedy, School, Slice of Life, Seinen"
4192,6.91,2483,Comedy
4194,8.07,398,"Comedy, Mystery, Supernatural"
4195,7.35,2983,"Action, Adventure, Fantasy, Comedy, Shounen"
4197,6.54,8646,"Action, Adventure, Mystery, Horror, Thriller, Fantasy"
4198,7.76,277,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire"
4201,6.49,2017,"Drama, Romance, Yaoi"
4204,6.98,1961,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power"
4206,7.48,3256,"Action, Comedy, Supernatural, Demons, School, Shounen"
4208,6.51,4997,Music
4209,6.97,6675,Game
4210,4.07,10098,Comedy
4213,5.75,12794,"Comedy, Magic"
4218,5.53,11179,"Kids, Comedy"
4219,7.84,2715,Drama
4220,7.13,640,"Action, Sci-Fi, Space, Horror, Drama, Seinen"
4223,7.9,822,"Slice of Life, Comedy, Drama, Romance, Josei"
4224,7.0,424,"Mystery, Horror, Supernatural"
4226,5.56,5708,"Action, Adventure, Fantasy"
4227,7.04,2933,"Action, Fantasy, Shounen Ai, Super Power, Supernatural"
4228,7.41,3030,"Adventure, Comedy, Demons, Supernatural, Magic, Fantasy, Shounen"
4229,6.26,4703,"Action, Comedy, Drama, Fantasy, Magic, School, Sci-Fi, Shounen, Slice of Life, Super Power, Supernatural"
4230,7.09,420,"Action, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School"
4231,5.78,12239,Slice of Life
4233,7.71,4284,"Adventure, Historical, Sci-Fi"
4234,7.4,1902,"Comedy, Police, Supernatural, Vampire, Shounen"
4235,6.54,5780,"Comedy, School, Shounen, Sports"
4236,8.36,1824,"Drama, Shounen, Sports"
4237,6.6,8042,"Music, Shoujo, Sports"
4240,7.45,1302,"Action, Drama, Fantasy, Romance, School, Supernatural"
4242,5.75,9394,"Fantasy, Space"
4243,7.89,642,"Drama, Music, Romance, Slice of Life"
4244,7.62,5579,"Drama, Historical, Kids, Slice of Life"
4245,6.72,8719,"Drama, Shoujo"
4247,7.52,951,"Action, Mystery, Horror, Psychological, Supernatural, Drama"
4248,7.05,3766,Hentai
4249,7.49,1672,"Action, Super Power, Supernatural"
4250,5.88,7876,"Action, Sci-Fi, Adventure, Space, Comedy, Shounen"
4251,6.5,1627,Fantasy
4255,7.54,2689,"Comedy, School, Seinen"
4256,7.38,1912,"Action, Game, Mystery, Shounen"
4257,6.36,7610,"Action, Sci-Fi, Adventure"
4258,7.29,361,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance"
4259,6.8,7228,"Comedy, Music, Slice of Life"
4261,6.57,6158,"Action, Adventure, Sci-Fi"
4262,7.13,5540,"Slice of Life, Comedy, Shoujo"
4263,6.34,6658,"Comedy, Ecchi, School"
4264,8.19,1187,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen"
4265,7.11,524,"Action, Adventure, Fantasy"
4266,7.07,2068,"Action, Adventure, Comedy, Fantasy"
4267,4.55,12639,Kids
4269,6.27,7183,Hentai
4270,7.67,3680,"Comedy, Ecchi, School, Sports"
4271,5.6,10921,Dementia
4272,8.09,1370,"Comedy, Drama, Romance, Shounen Ai"
4273,8.03,2661,"Action, Military, Sci-Fi, Space"
4274,7.22,4109,"Action, Military, Mystery, Psychological, Drama, Seinen"
4275,7.0,4907,Comedy
4276,7.98,3604,"Comedy, Drama, Shoujo"
4277,7.23,2339,"Game, Adventure, Shounen"
4278,6.67,4193,"Comedy, School, Slice of Life"
4281,7.57,3827,"Action, Slice of Life, Martial Arts, Sports, Comedy, Romance, Drama"
4282,7.85,532,"Sci-Fi, Drama, Romance, Fantasy"
4283,5.83,3121,"Sci-Fi, Comedy, Romance, Ecchi, School, Seinen"
4284,9.11,342,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
4286,6.4,5954,"Action, Sci-Fi, Fantasy"
4287,6.19,4473,"Comedy, Sci-Fi"
4288,5.98,10550,"Comedy, Sci-Fi, Shounen"
4291,8.29,1819,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural"
4292,6.37,8917,"Comedy, Sci-Fi, Shounen"
4293,8.18,238,"Comedy, Sports"
4294,6.45,8683,"Comedy, Ecchi, Romance"
4295,7.13,1895,"Slice of Life, Comedy, School"
4297,6.87,1405,"Harem, Drama, Magic, Romance"
4299,8.62,558,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
4300,7.88,2479,"Drama, Historical"
4303,8.06,613,Fantasy
4306,6.31,2850,"Action, Adventure, Fantasy, Game, Shounen"
4307,6.7,9962,"Adventure, Historical"
4309,7.07,1503,"Adventure, Comedy, Drama, Fantasy, Shounen"
4310,7.85,1936,"Drama, Romance, School, Shoujo"
4311,3.87,13880,"Music, Sci-Fi"
4312,7.79,1956,"Drama, Fantasy, Romance, Shoujo"
4313,6.5,6962,"Adventure, Fantasy, Kids"
4314,6.93,7960,"Action, Adventure, Comedy, Kids, Sci-Fi, Shounen"
4315,7.16,4728,"Mystery, Comedy, Super Power"
4316,7.26,2724,"Comedy, Parody, Sci-Fi"
4318,7.53,2744,"Historical, Josei, Romance"
4319,5.84,8696,Magic
4320,5.81,8558,"Action, Adventure, Sci-Fi, Shounen"
4321,5.95,5475,"Fantasy, Hentai, Supernatural"
4322,7.92,269,"Fantasy, Romance, Drama, Shoujo"
4323,6.14,7802,Drama
4324,5.87,10545,"Adventure, Kids"
4325,7.86,2770,"Adventure, Comedy, Mystery, Police, Shounen"
4328,7.79,3866,"Music, Slice of Life, School, Shoujo"
4329,7.62,3338,Music
4330,7.16,6045,"Action, Adventure, Comedy, Ecchi, Sci-Fi"
4336,6.94,1878,"Comedy, Drama, Romance, Yaoi"
4337,6.67,5868,Music
4339,7.37,2306,"Game, School, Slice of Life"
4342,7.31,582,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo"
4343,5.64,7899,"Action, Mecha, Supernatural, Drama, Sci-Fi"
4344,3.82,10116,"Game, Parody"
4345,6.61,4460,"Action, Adventure, Mystery, Magic, Fantasy"
4346,7.52,5454,"Action, Comedy, Mystery, Shounen"
4347,7.47,4157,"Mystery, Horror, Thriller, Shounen"
4350,5.72,3107,"Action, Sci-Fi, School"
4352,7.95,3720,"Comedy, Drama, School, Shounen, Sports"
4354,7.6,2420,"Action, Adventure, Magic, Martial Arts, Fantasy"
4356,6.28,10979,"Action, Sci-Fi, Mecha"
4359,7.7,1334,"Slice of Life, Fantasy, Seinen, Shoujo Ai"
4360,6.69,7071,"Mystery, Super Power, Supernatural, Drama"
4361,6.68,8116,Music
4362,8.46,50,"Drama, Magic, Psychological, Thriller"
4363,6.46,2800,"Action, Drama, Super Power"
4366,6.09,11924,"Adventure, Comedy, Game, Kids"
4368,7.19,3071,"Magic, Fantasy, Shounen Ai"
4369,6.52,7337,"Comedy, Seinen, Slice of Life"
4370,7.13,3147,"Kids, Slice of Life"
4372,5.9,10073,"Action, Drama, Military"
4374,4.75,11688,Kids
4375,7.21,2886,"Space, Mecha, Military, Sci-Fi"
4376,8.32,433,"Dementia, Horror, Psychological, Drama"
4377,3.25,12843,Kids
4379,7.89,12,"Action, Psychological, Supernatural, Thriller, Mystery, Shounen"
4381,5.52,11027,"Music, Comedy"
4382,6.59,4435,"Action, Sci-Fi, Super Power, Demons, Supernatural, Shounen"
4383,7.81,1928,"Action, Sci-Fi, Comedy"
4384,6.38,1314,Comedy
4385,8.47,46,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen"
4386,7.56,756,"Action, Mecha, Military, Sci-Fi"
4387,7.32,7260,"Adventure, Comedy, Fantasy, Kids, Shounen"
4388,6.68,4569,"Kids, Romance, School, Shoujo, Slice of Life, Supernatural"
4389,7.31,3196,"Comedy, Magic"
4390,6.1,7068,"Comedy, Drama"
4391,6.67,9313,"Action, Drama, Mecha, Sci-Fi"
4393,7.22,3422,"Adventure, Fantasy"
4394,6.8,3744,"Comedy, Shounen, Sports"
4395,6.22,8533,"Action, Comedy, Demons, Supernatural"
4396,6.65,2926,"Action, Martial Arts, Samurai"
4398,5.93,11141,"Action, Adventure"
4399,8.52,42,"Action, Sci-Fi, Horror, Psychological, Drama, Seinen"
4400,7.22,3711,"Comedy, Seinen"
4401,5.93,10709,Sports
4402,7.03,4045,"Action, Adventure, Space, Comedy, Mecha, Military, Sci-Fi"
4403,7.23,3091,"Adventure, Comedy, Fantasy, Magic, Shounen"
4407,5.67,5928,"Hentai, Supernatural, Fantasy"
4409,5.85,7105,"Demons, Hentai, Supernatural"
4410,7.52,82,"Action, Supernatural, Magic, Romance, Fantasy"
4411,4.6,9744,"Comedy, Magic"
4412,7.51,2387,"Action, Adventure, Comedy, Drama, Sci-Fi, Space"
4413,7.17,548,"Adventure, Comedy, Historical, Supernatural, Drama, Shounen"
4415,7.3,608,"Horror, Psychological, Supernatural, Drama, Ecchi"
4416,7.27,2958,"Drama, Historical, Slice of Life"
4417,7.04,1603,"Comedy, Parody, School, Shoujo Ai"
4418,6.36,6639,Hentai
4419,8.39,229,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo"
4420,7.16,2687,"Comedy, Romance, School"
4421,7.43,1892,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire"
4422,7.36,1818,"Slice of Life, Comedy, School, Seinen"
4425,5.05,6202,"Action, Game"
4427,6.37,3067,"Comedy, Romance, School, Seinen, Slice of Life"
4429,7.13,7561,Adventure
4431,7.58,5687,"Mystery, Psychological, Thriller"
4433,6.06,5282,"Comedy, Supernatural"
4434,7.15,4407,"Police, Sports, Comedy, Mystery, Shounen"
4435,6.55,9818,"Comedy, Kids, Slice of Life"
4436,7.04,3495,"Adventure, Fantasy, Shounen, Supernatural"
4438,7.03,167,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha"
4439,7.02,5320,"Action, Comedy, Samurai, Shounen"
4440,6.24,2973,"Game, Comedy, Ecchi"
4441,8.34,534,"Music, Slice of Life, Comedy"
4442,7.11,1754,"Adventure, Comedy, Magic, Romance, Shoujo"
4443,6.11,7865,"Action, Mecha, Sci-Fi, Space"
4444,5.55,6351,"Action, Comedy, Shounen"
4445,8.16,58,"Adventure, Comedy, Parody, Supernatural, Magic, Fantasy"
4447,7.22,8196,"Action, Adventure, Martial Arts, Mecha, Super Power, School"
4448,7.13,1637,"Comedy, Music"
4449,6.22,3445,"Action, Adventure, Comedy, Fantasy"
4450,6.6,5673,"Music, Drama, Shoujo"
4452,6.75,4939,Comedy
4453,6.83,6039,"Comedy, Fantasy"
4454,6.96,6026,Comedy
4456,6.87,5555,"Hentai, School"
4457,6.94,2648,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
4458,7.59,1874,"Comedy, Vampire, Fantasy, School"
4459,6.66,5141,"Comedy, Parody"
4461,6.48,7162,"Drama, Romance, Shoujo"
4462,7.42,1026,"Comedy, Drama, Romance"
4463,6.94,2022,"Slice of Life, Comedy, Seinen"
4464,6.19,2055,"Action, Fantasy"
4466,8.11,263,"Action, Mystery, Supernatural"
4467,7.52,1428,"Action, Adventure, Historical, Seinen"
4468,8.12,3352,"Action, Sports, Shounen"
4471,6.48,11931,"Comedy, Parody"
4472,7.26,6833,"Action, Adventure, Supernatural"
4474,5.59,5176,"Comedy, Ecchi"
4475,7.3,451,"Action, Sports, Ecchi, Shounen"
4476,6.65,4643,"Adventure, Fantasy"
4478,6.27,11472,"Action, Fantasy"
4479,6.95,4386,"Adventure, Comedy, Fantasy"
4480,7.81,1613,"Sci-Fi, Adventure, Comedy, Kids"
4481,7.42,4351,"Action, Adventure, Ecchi, Fantasy, Magic, School, Shounen"
4482,6.84,1122,"Harem, Comedy, Ecchi, Fantasy"
4483,7.16,4949,"Action, Historical, Super Power, Ecchi, Martial Arts, Samurai, Fantasy, Shounen"
4484,6.78,8798,"Mystery, Shounen"
4485,7.06,3202,Fantasy
4486,5.76,12471,"Adventure, Kids"
4487,7.31,1663,"Sci-Fi, Comedy, Sports, Drama, Shounen"
4488,6.95,7792,"Adventure, Comedy, Fantasy, Magic, Shounen"
4489,6.09,9698,"Adventure, Kids, Fantasy"
4490,5.68,6511,"Action, Adventure, Comedy"
4491,6.35,4143,Action
4492,7.23,2390,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural"
4495,6.3,4440,"Fantasy, Magic"
4498,6.76,4595,"Comedy, Slice of Life"
4499,7.04,4701,Hentai
4500,6.58,2538,Hentai
4502,4.87,6323,"Slice of Life, Comedy"
4503,7.26,1508,"Adventure, Psychological, Comedy, Sci-Fi"
4504,7.26,2311,"Military, Sci-Fi, Psychological"
4505,4.33,12233,"Cars, Parody"
4506,6.53,3252,"Mystery, Horror, Supernatural, Thriller"
4508,6.67,4706,Comedy
4509,6.93,3722,"Drama, Fantasy, Music, Sci-Fi, Shoujo"
4511,5.76,6893,"Music, Shoujo"
4512,7.14,7127,Hentai
4513,5.8,10483,"Action, Adventure, Fantasy"
4514,5.09,9504,"Slice of Life, Romance, Supernatural"
4515,6.48,5085,"Adventure, Comedy, Fantasy, Kids"
4516,6.47,6607,"Adventure, Comedy, Magic, Fantasy"
4518,4.93,12143,"Comedy, Music"
4519,7.38,1617,"Comedy, Drama, Romance, School, Slice of Life"
4521,7.3,732,"Sci-Fi, Comedy, Drama, Romance, School"
4523,6.16,955,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural"
4524,6.29,6477,"Comedy, Drama, Shoujo"
4525,7.56,4910,"Sci-Fi, Comedy, Kids, Shounen"
4526,7.86,1644,"Slice of Life, Comedy, Drama, Romance, School"
4532,6.89,2540,"Action, Adventure, Comedy, Mecha, Sci-Fi"
4533,6.46,7313,"Music, Shoujo, Sports"
4534,6.29,6747,Hentai
4535,4.14,3834,"Action, Fantasy"
4537,6.79,5839,"Magic, Shoujo"
4538,5.83,11869,Comedy
4539,7.97,483,"Drama, Romance, School"
4540,7.12,2737,"Action, Supernatural, Vampire, Seinen"
4541,7.32,2787,"Slice of Life, Romance"
4543,6.15,3400,"Music, Slice of Life, Shoujo"
4546,7.14,2373,"Comedy, School, Shounen, Supernatural"
4547,6.54,3981,"Comedy, Romance"
4549,6.39,9694,"Mystery, Comedy"
4550,5.22,8831,"Action, Ecchi, Martial Arts"
4552,8.23,1974,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power"
4553,6.15,10729,"Comedy, Seinen, Slice of Life"
4555,6.6,5964,"Action, Comedy, Mecha, Parody, Sci-Fi, Shounen"
4556,6.74,3837,"Comedy, Dementia, Slice of Life"
4557,7.4,6116,"Fantasy, Kids, Magic, Romance, Shoujo, Super Power"
4558,7.68,946,"Action, Adventure, Fantasy, Romance, Supernatural, Drama, Mystery, Shounen"
4560,8.29,30,"Action, Mystery, Supernatural"
4562,6.22,6565,"Comedy, Fantasy, Kids"
4564,7.52,7301,"Action, Adventure, Police, Mecha, Sci-Fi"
4566,7.99,974,"Comedy, Parody, School"
4569,7.62,5299,"Comedy, Historical, Parody"
4570,6.8,706,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
4572,7.65,725,"Adventure, Comedy, Drama, Fantasy, Shounen"
4573,7.2,2128,"Comedy, Romance, Yaoi"
4575,5.06,13424,Comedy
4577,7.78,1673,"Action, Mecha, Military, Shounen"
4578,6.42,4755,"Adventure, Sports"
4579,5.58,8063,"Action, Martial Arts, Super Power"
4581,6.75,9632,Adventure
4583,6.23,7198,"Hentai, Supernatural, School"
4584,6.79,6762,"Comedy, Fantasy, School, Shounen, Supernatural"
4585,6.83,1101,"Action, Romance, Fantasy, Seinen"
4586,7.5,3125,"Action, Cars, Seinen, Sports"
4588,6.45,11014,"Kids, Adventure, Comedy, Drama"
4589,7.26,3351,"Magic, Harem, Romance, Drama"
4590,8.36,2137,"Action, Police, Mystery, Shounen"
4591,7.32,1791,"Historical, Magic, Mystery, Seinen, Supernatural"
4594,7.84,3068,"Action, Demons, Shounen, Supernatural"
4595,5.21,13056,"Action, Kids"
4597,6.7,544,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural"
4598,5.08,6086,"Action, Adventure, Comedy, Drama, Mecha, Sci-Fi, Shounen"
4599,8.29,2154,"Action, Drama, Shounen, Slice of Life, Sports"
4600,7.64,1829,"Parody, Fantasy, Comedy, Military"
4601,4.73,13133,"Music, Slice of Life"
4603,6.9,7304,"Slice of Life, Comedy, Ecchi, School, Seinen"
4605,8.65,596,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
4608,7.15,7832,"Action, Sci-Fi, Adventure, Fantasy, Mecha, Shounen"
4609,7.38,452,"Slice of Life, Comedy"
4610,6.59,5521,"Action, Military, Sci-Fi, Adventure, Space, Mecha"
4612,6.78,4666,"Fantasy, Magic, Shoujo"
4613,7.77,919,"Mystery, Comedy, Supernatural"
4616,6.92,3902,"Adventure, Comedy, Mecha, Sci-Fi, Shounen"
4617,6.62,8943,"Adventure, Comedy, Mystery"
4618,7.3,1782,"Action, Demons, Fantasy, Supernatural"
4621,6.24,5378,"Comedy, Magic, Parody"
4622,5.81,11095,Sci-Fi
4623,7.28,1378,"Action, Adventure, Fantasy, Magic"
4624,6.79,1244,"Action, Sci-Fi, Adventure, Fantasy, Shounen"
4626,7.6,1599,"Comedy, Seinen, Slice of Life"
4627,7.38,2674,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
4628,6.87,7721,Comedy
4629,7.78,1736,"Action, Demons, Supernatural, Fantasy, Shoujo"
4630,7.83,346,"Slice of Life, Comedy, Romance, School"
4631,6.99,4380,"Comedy, Fantasy, Shounen"
4632,5.78,8636,"Action, Police, Drama, Seinen"
4635,7.4,1585,"Comedy, School, Slice of Life"
4636,6.44,5837,"Supernatural, Drama, Romance"
4638,5.45,8617,"Slice of Life, Space"
4639,8.47,3629,"Adventure, Mystery, Comedy, Police, Shounen"
4640,6.51,3548,"Comedy, Slice of Life"
4641,6.64,4171,"Comedy, Fantasy, Kids"
4643,8.66,845,"Comedy, Sports, Drama, Shounen"
4644,8.24,718,"Action, Mystery, Comedy, Historical, Supernatural"
4645,7.36,7431,"Mystery, Shounen"
4646,5.6,9515,"Horror, Psychological"
4650,7.02,2325,"Comedy, Ecchi, Sci-Fi"
